,単元,問題文,選択肢1,選択肢2,選択肢3,選択肢4,解答,解説
167,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
DeepMind社が開発した囲碁のプログラムであるAlphaGoは、（ア）と（イ）を組み合わせたものである。",階層クラスタリング,複合現実,モンテカルロ木探索,オーバーサンプリング,3,"選択肢3が正解です。
モンテカルロ木探索とは、モンテカルロ法を使った木探索のことです。

選択肢1：階層クラスタリングとは、データ間の類似度から、最も似たデータ同士から順にグループにしていく手法のことです。
選択肢2：複合現実とは、現実世界と仮想世界をより密接に融合させる技術のことで、MRとも呼ばれています。
選択肢4：オーバーサンプリング（アップサンプリング）とは、データに偏りがあるときに、少ないデータのカテゴリに対して水増しを行う手法のことです"
168,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
DeepMind社が開発した囲碁のプログラムであるAlphaGoは、（ア）と（イ）を組み合わせたものである。",深層強化学習,ミニバッチ学習,半教師あり学習,オフライン強化学習,1,"選択肢1が正解です。
深層強化学習とは、強化学習にディープラーニングの手法を取り入れたものです。また、深層強化学習は、DeepMind社が開発したDQN（Deep Q-Network）が基本的な手法になっています。

選択肢2：ミニバッチ学習とは、訓練データをいくつかのグループに分けて、各グループごとにモデルを学習させる手法です。バッチ学習とオンライン学習の中間的な学習手法で、ニューラルネットワークでよく使われる学習手法になります。
選択肢3：半教師あり学習とは、教師なし学習と教師あり学習を組み合わせた学習手法のことです。半教師あり学習では、少量のラベル付きデータで学習し、ラベルが付いていない大量のデータで学習することで、ラベル付きデータを集めるコストを下げることができます。
選択肢4：オフライン強化学習とは、事前に収集したデータ（オフラインデータ）を活用して強化学習を行うことです。"
169,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
GANに畳み込みニューラルネットワークを用いたモデルを（ア）という。",Fast R-CNN,Mask R-CNN,DCGAN,RNN,3,"選択肢3が正解です。
DCGANとは、GANに畳み込みニューラルネットワークを用いたモデルのことです。

選択肢1：Fast R-CNNは、R-CNNを高速化させたモデルです。また、Fast R-CNNは、最初に画像全体をCNNに入力し特徴マップを出力、候補領域に合わせた特徴マップを選択してクラスを識別します。
選択肢2：Mask R-CNNとは、物体検出とインスタンスセグメンテーションを同時に行う手法のことです。物体検出はFaster R-CNNを活用し、インスタンスセグメンテーションはFCNを活用しています。
選択肢4：リカレントニューラルネットワーク（RNN）とは、音声処理、自然言語処理、時系列データなどの学習に用いられるニューラルネットワークです。"
170,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
ワンホットベクトルのように1つの概念を1つの成分で表すような表現を（ア）という。また、（ア）は（イ）という問題点がある。",潜在表現,局所表現,内部表現,分散表現,2,"選択肢2が正解です。
局所表現とは、1つの概念をワンホットベクトル（1つの値が1、他の値が0になっているベクトル）で表すような表現方法のことを言います。

選択肢1：潜在表現とは、深層学習などによって観測データから本質的な特徴（特徴量）を抽出して表現することです。また、内部表現とも呼ばれています。
選択肢3：内部表現とは、深層学習などによって観測データから本質的な特徴（特徴量）を抽出して表現することです。また、潜在表現とも呼ばれています。
選択肢4：分散表現（単語埋め込み）とは、単語を低次元の実数値のベクトルで表現する方法のことです。"
171,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
ワンホットベクトルのように1つの概念を1つの成分で表すような表現を（ア）という。また、（ア）は（イ）という問題点がある。",単語間の概念の近さを考慮することができない,次元が異常に低くなる,ベクトルの各成分の値は全ての実数値を取るため計算コストが大きくなる,成分が多いため、ベクトルの情報が密である,1,"選択肢1が正解です。
局所表現は、単語間の概念の近さを考慮することができないという問題点があります。 

選択肢2：局所表現は、次元が大きくなりやすい特徴があります。
選択肢3：局所表現は、ベクトルの成分の値は0または1です。
選択肢4：局所表現は、ベクトルの成分は多いですが、各成分の値は0なので、情報は疎になります。"
172,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
マイナンバー、遺伝子情報など個人を識別するものを（ア）という。また、個人情報データベースで管理されている個人情報を（イ）という。",個人データ,個人識別符号,要配慮個人情報,限定提供データ,2,"選択肢2が正解です。
個人識別符号とは、マイナンバー、遺伝子情報など特定の個人を識別することができる情報のことです。

選択肢1：個人データとは、個人情報データベース等で管理されている個人情報のことです。個人情報データベースとは、個人情報を検索することができるデータベースのことです。
選択肢3：要配慮個人情報とは、人種、思想、犯罪歴など本人に対する不当な差別などが発生してしまう危険性があり、配慮すべき個人情報のことです。
選択肢4：限定提供データとは、限定した者に提供する、電磁的方法で記録された相当量蓄積されたデータのことです。"
173,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
マイナンバー、遺伝子情報など個人を識別するものを（ア）という。また、個人情報データベースで管理されている個人情報を（イ）という。",個人データ,個人識別符号,要配慮個人情報,限定提供データ,1,"選択肢1が正解です。
個人データとは、個人情報データベース等で管理されている個人情報のことです。個人情報データベースとは、個人情報を検索することができるデータベースのことです。

選択肢2：個人識別符号とは、マイナンバー、遺伝子情報など特定の個人を識別することができる情報のことです。
選択肢3：要配慮個人情報とは、人種、思想、犯罪歴など本人に対する不当な差別などが発生してしまう危険性があり、配慮すべき個人情報のことです。
選択肢4：限定提供データとは、限定した者に提供する、電磁的方法で記録された相当量蓄積されたデータのことです。"
174,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
限定した領域でシステムが全ての運転タスクを実施するのは（ア）である。",レベル2,レベル3,レベル4,レベル5,3,"選択肢3が正解です。
レベル4の自動運転は、システムが限定した領域で全ての運転タスクを実施し、利用者は関与しません。また、レベル4の自動運転は高度運転自動化と言われ、運転主体はシステムです。

選択肢1：レベル2の自動運転は、システムが加速・減速制御、ハンドル操作をともに実施します。また、レベル2の自動運転は部分運転自動化と言われ、運転主体は運転手です。
選択肢2：レベル3の自動運転は、システムが限定した領域で運転タスクを実施をしますが、作業継続が困難な場合は人間が運転タスクを実施します。また、レベル3の自動運転は条件付運転自動化と言われ、運転主体は基本的にシステムですが、作業継続が困難な場合は運転手です。
選択肢4：レベル5の自動運転は、システムが領域を限定せず全ての運転タスクを実施し、利用者は関与しません。また、レベル5の自動運転は完全運転自動化と言われ、運転主体はシステムです。"
175,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
HTTP・HTTPS通信によってやりとりするアプリケーションプログラミングインタフェースを（ア）という。",Web API,RPA,YOLO,A3C,1,"選択肢1が正解です。
Web APIとは、HTTP・HTTPS通信によってやりとりするAPIのことを言います。また、APIとは、機能を外部から使うための仕組みのことです。

選択肢2：RPAとは、Robotic Process Automationの略で、コンピュータ上で行われる定型的な業務を、自動化する技術のことを言います。
選択肢3：YOLOとは、従来の物体検知と異なり、画像全体をCNNに1回入力するだけで、物体の認識と物体領域の切り出しを同時に行うことができるモデルのことです。
選択肢4：A3Cとは、Actor-Criticを応用した手法のことです。"
176,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
仮想空間と現実空間を高度に融合させたシステムにより、経済発展と社会的課題の解決を両立する、新たな未来社会と日本が提唱する未来社会のコンセプトを（ア）という。",OpenAI,Future of Life Institute,Society 5.0,Partnership on AI,3,"選択肢3が正解です。
Society 5.0とは、日本が提唱する未来社会のコンセプトで、仮想空間と現実空間を高度に融合させたシステムにより、経済発展と社会的課題の解決を両立する、新たな未来社会のことです。

選択肢1：OpenAIは、2015年に設立された人工知能を研究する非営利団体のことです。
選択肢2：Future of Life Instituteとは、AIに関する非営利団体で、倫理に関する23の原則をまとめたガイドラインであるアシロマAI原則を公開しました。
選択肢4：Partnership on AIは、AmazonやGoogleなどアメリカのIT企業を中心に組織された団体です。また、AIに関する倫理原則として「信条」を公開しました。"
177,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
2019年、非人道的な兵器を規制する（ア）の締約国は、兵器による攻撃の判断には人間が関与しなければならないとする国際指針を採択した。",CCW,ASPP,RMSprop,RMSE,1,"選択肢1が正解です。
CCW（特定通常兵器使用禁止制限条約）とは、過剰な傷害または無差別の効果を発生させると認定される通常兵器の使用を禁止または制限する多国間条約のことです。2019年、CCWの締約国は、兵器による攻撃の判断には人間が関与しなければならないとする国際指針を採択しました。

選択肢2：ASPPとは、複数の解像度の特徴を捉える機構のことです。
選択肢3：RMSpropとは、AdaGradを改良したアルゴリズムで、局所最適化やプラトーなどを避け、学習の効率を上げることを目的にしています。
選択肢4：RMSEとは、回帰モデルの精度の評価指標の1つで、MSE（平均二乗誤差）の平方根で求めることができます。"
178,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
内閣府がAIを活用するにあたって社会が考慮すべき基本原則である（ア）を公開した。また、OECDはAIに関するガイドラインとして（イ）を発表した。",信頼性を備えたAIのための倫理ガイドライン,人間中心のAI社会原則,アシロマAI原則,AIに関する理事会勧告,2,"選択肢2が正解です。
人間中心のAI社会原則とは、日本の内閣府が発表したAIに関するガイドラインで、人間を中心としてAIを活用していくことを原則としています。

選択肢1：信頼性を備えたAIのための倫理ガイドラインとは、欧州委員会が公表したAIに関する倫理ガイドラインのことです。
選択肢3：アシロマAI原則とは、NPO法人であるFuture of Life Instituteが発表したガイドラインで、倫理問題や安全管理対策など23の項目から成り立っています。
選択肢4：AIに関する理事会勧告とは、OECDが発表したAIに関するガイドラインのことです。"
179,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
内閣府がAIを活用するにあたって社会が考慮すべき基本原則である（ア）を公開した。また、OECDはAIに関するガイドラインとして（イ）を発表した。",信頼性を備えたAIのための倫理ガイドライン,人間中心のAI社会原則,アシロマAI原則,AIに関する理事会勧告,4,"選択肢4が正解です。
AIに関する理事会勧告とは、OECDが発表したAIに関するガイドラインのことです。

選択肢1：信頼性を備えたAIのための倫理ガイドラインとは、欧州委員会が公表したAIに関する倫理ガイドラインのことです。
選択肢2：人間中心のAI社会原則とは、日本の内閣府が発表したAIに関するガイドラインで、人間を中心としてAIを活用していくことを原則としています。
選択肢3：アシロマAI原則とは、NPO法人であるFuture of Life Instituteが発表したガイドラインで、倫理問題や安全管理対策など23の項目から成り立っています。"
180,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
データ分析やモデル構築などの仕事を行う人のことを（ア）という。",アナリスト,マーケッター,データサイエンティスト,プログラマー,3,"選択肢3が正解です。
データ分析やモデル構築などの仕事を行う人のことを「データサイエンティスト」といいます。

選択肢1：アナリストとは、業界分析・企業分析の仕事に従事する人のことです。
選択肢2：マーケッターとは、商品が売れる仕組みを作る人のことです。
選択肢4：プログラマーとは、コンピュータのプログラムを作成する人のことです。"
181,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
AI開発の原則に関する議論は世界中で行われている。例えば、AmazonやGoogleなどアメリカのIT企業を中心に組織された（ア）は、AIに関する倫理原則として「信条」を公開した。他にも、NPO法人であるFuture of Life Instituteが提案した（イ）がある。（イ）は倫理に関する23の原則をまとめたガイドラインのことである。また、IEEE（米国電気電子学会）はAIに関するガイドラインとして（ウ）を公表している。",Partnership on AI,AAAI,IJCAI,CVPR,1,"選択肢1が正解です。
Partnership on AIは、AmazonやGoogleなどアメリカのIT企業を中心に組織された団体です。また、AIに関する倫理原則として「信条」を公開しました。

選択肢2：AAAIとは、1979年に設立された人工知能に関する国際的な非営利の学術団体のことです。
選択肢3：IJCAIとは、AAAIが主催する人工知能分野でトップの学術会議のことです。
選択肢4：CVPRとは、パターン認識に関する学術会議のことです。"
182,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
AI開発の原則に関する議論は世界中で行われている。例えば、AmazonやGoogleなどアメリカのIT企業を中心に組織された（ア）は、AIに関する倫理原則として「信条」を公開した。他にも、NPO法人であるFuture of Life Instituteが提案した（イ）がある。（イ）は倫理に関する23の原則をまとめたガイドラインのことである。また、IEEE（米国電気電子学会）はAIに関するガイドラインとして（ウ）を公表している。",信頼性を備えたAIのための倫理ガイドライン,人間中心のAI社会原則,アシロマAI原則,倫理的に調和された設計,3,"選択肢3が正解です。
アシロマAI原則とは、NPO法人であるFuture of Life Instituteが発表したガイドラインで、倫理問題や安全管理対策など23の項目から成り立っています。

選択肢1：信頼性を備えたAIのための倫理ガイドラインとは、欧州委員会が公表したAIに関する倫理ガイドラインのことです。
選択肢2：人間中心のAI社会原則とは、日本の内閣府が発表したAIに関するガイドラインで、人間を中心としてAIを活用していくことを原則としています。
選択肢4：倫理的に調和された設計は、IEEE（米国電気電子学会）によって発表されたAI使用に関するガイドラインのことです。"
183,ディープラーニングの社会実装に向けて,"（ウ）に最もよく当てはまる選択肢を選んでください。
AI開発の原則に関する議論は世界中で行われている。例えば、AmazonやGoogleなどアメリカのIT企業を中心に組織された（ア）は、AIに関する倫理原則として「信条」を公開した。他にも、NPO法人であるFuture of Life Instituteが提案した（イ）がある。（イ）は倫理に関する23の原則をまとめたガイドラインのことである。また、IEEE（米国電気電子学会）はAIに関するガイドラインとして（ウ）を公表している。",信頼性を備えたAIのための倫理ガイドライン,人間中心のAI社会原則,アシロマAI原則,倫理的に調和された設計,4,"選択肢4が正解です。
倫理的に調和された設計は、IEEE（米国電気電子学会）によって発表されたAI使用に関するガイドラインのことです。

選択肢1：信頼性を備えたAIのための倫理ガイドラインとは、欧州委員会が公表したAIに関する倫理ガイドラインのことです。
選択肢2：人間中心のAI社会原則とは、日本の内閣府が発表したAIに関するガイドラインで、人間を中心としてAIを活用していくことを原則としています。
選択肢3：アシロマAI原則とは、NPO法人であるFuture of Life Instituteが発表したガイドラインで、倫理問題や安全管理対策など23の項目から成り立っています。"
184,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
技術者を支援する無料のサービスやプラットフォームは数多く存在する。例えば、論文の検索サービスである（ア）、強化学習のシミュレーション用プラットフォームである（イ）、データサイエンティストやエンジニアなどがモデルや分析手法の精度などを競い合うプラットフォームである（ウ）などがある。",GitHub,Kaggle,OpenAI Gym,Google Scholar,4,"選択肢4が正解です。
Google Scholarとは、Googleが提供している論文の検索サービスのことです。

選択肢1：GitHubとは、ソースコードを保存・共有ができるサービスのことです。
選択肢2：Kaggleとは、データサイエンティストやエンジニアなどがモデルや分析手法の精度などを競い合うプラットフォームのことです。
選択肢3：OpenAI Gymとは、強化学習のシミュレーション用プラットフォームのことです。"
185,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
技術者を支援する無料のサービスやプラットフォームは数多く存在する。例えば、論文の検索サービスである（ア）、強化学習のシミュレーション用プラットフォームである（イ）、データサイエンティストやエンジニアなどがモデルや分析手法の精度などを競い合うプラットフォームである（ウ）などがある。",arXiv,Coursera,OpenAI Gym,GitHub,3,"選択肢3が正解です。
OpenAI Gymとは、強化学習のシミュレーション用プラットフォームのことです。

選択肢1：arXivとは、論文の公開や閲覧ができるサービスです。
選択肢2：Courseraとは、世界中の大学の授業を受講できるサービスです。
選択肢4：GitHubとは、ソースコードを保存・共有ができるサービスのことです。"
186,ディープラーニングの社会実装に向けて,"（ウ）に最もよく当てはまる選択肢を選んでください。
技術者を支援する無料のサービスやプラットフォームは数多く存在する。例えば、論文の検索サービスである（ア）、強化学習のシミュレーション用プラットフォームである（イ）、データサイエンティストやエンジニアなどがモデルや分析手法の精度などを競い合うプラットフォームである（ウ）などがある。",Kaggle,arXiv,Google Scholar,Stack Overflow,1,"選択肢1が正解です。
Kaggleとは、データサイエンティストやエンジニアなどがモデルや分析手法の精度などを競い合うプラットフォームのことです。

選択肢2：arXivとは、論文の公開や閲覧ができるサービスです。
選択肢3：Google Scholarとは、Googleが提供している論文の検索サービスのことです。
選択肢4：Stack Overflowとは、プログラミング技術に関するナレッジコミュニティのことです。"
187,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
企業の経営目標を達成するために体系づけられた社内ルール・仕組みのことを（ア）という。",ナレッジ管理システム,内部統制,赤池情報量規準,コーポレートガバナンス,2,"選択肢2が正解です。
内部統制とは、企業の経営目標を達成するために体系づけられた社内ルール・仕組みのことです。

選択肢1：ナレッジ管理システムとは、知識を管理するシステムのことで、基本的に推論や判断を行うことはありません。
選択肢3：赤池情報量規準（AIC）とは、モデルのあてはまり度を表す値のことで、モデルの複雑さと、データとの適合度とのバランスを知るときに使われる指標の1つです。
選択肢4：コーポレートガバナンス（企業統治）とは、会社経営が適切に行われているか監視・統制する仕組みのことです。"
188,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
不正競争防止法上の営業秘密になるには、（ア）の要件を満たす必要がある。",秘密管理性、有用性、非公知性,秘密管理性、創作性、優位性,創作性、優位性、有用性,有用性、非公知性、優位性,1,"選択肢1が正解です。
不正競争防止法上の営業秘密になるには、「秘密管理性、有用性、非公知性」の要件を満たす必要があります。"
189,ディープラーニングの社会実装に向けて,敵対的な攻撃の例として、最も適切な選択肢を選択してください。,ディープラーニング技術を使用して、フェイクの動画を作る,入力する画像に対して、人間が認識できないノイズを加えて、モデルが間違った推測をするように仕向ける,ハッキングを行いユーザーの口座情報などを盗み取る,Cookieを使用してユーザーの行動状況を把握する,2,"選択肢2が正解です。
「入力する画像に対して、人間が認識できないノイズを加えて、モデルが間違った推測をするように仕向ける」は、敵対的な攻撃の例です。

選択肢1：「ディープラーニング技術を使用して、フェイクの動画を作る」はディープフェイクの例です。
選択肢3：「ハッキングを行いユーザーの口座情報などを盗み取る」はハッキングの1例です。
選択肢4：「Cookieを使用してユーザーの行動状況を把握する」はWeb分析の説明です。"
190,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
生存する個人に関する情報であって、個人情報、仮名加工情報及び匿名加工情報のいずれにも該当しないものを（ア）という。",個人識別符号,PDS,個人関連情報,Cookie,3,"選択肢3が正解です。
個人関連情報とは、生存する個人に関する情報であって、個人情報、仮名加工情報及び匿名加工情報のいずれにも該当しないものをいいます。

選択肢1：個人識別符号とは、マイナンバー、遺伝子情報など特定の個人を識別することができる情報のことです。
選択肢2：PDSとは、個人自らが自分のデータを集約させて管理するシステムのことです。また、パーソナルデータストアとも呼ばれます。
選択肢4：Cookieとは、訪問したWebサイトで記入した情報などを一時的にWebブラウザに保存する仕組み、もしくは保存した情報のことをいいます。"
191,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
パーソナルデータを個人から預託され、他の事業者とのマッチングや匿名化したうえでの情報提供、一元管理する制度または事業者のことを（ア）という。",ロジャー・ペンローズ,情報銀行,PDS,IDE,2,"選択肢2が正解です。
情報銀行とは、パーソナルデータを個人から預託され、他の事業者とのマッチングや匿名化したうえでの情報提供、一元管理する制度または事業者のことです。

選択肢1：ロジャー・ペンローズは、イギリスの数理物理学者です。また、ロジャー・ペンローズは、『皇帝の新しい心』という著書の中で強いAIは実現できないと主張しています。
選択肢3：PDSとは、個人自らが自分のデータを集約させて管理するシステムのことです。また、パーソナルデータストアとも呼ばれます。
選択肢4：IDEとは、一般的な開発ツールを1つにまとめたもので、統合開発環境とも呼ばれています。"
192,ディープラーニングの社会実装に向けて,CIFARの説明として、最も不適切な選択肢を選択してください。,飛行機や自転車など様々な種類が含まれている画像データセットである,CIFAR-10やCIFAR-100などがあり、10や100は画像データのクラス数を表している,ILSVRCで使用されている画像データセットである,データセット内には、数万種類の32×32のカラー画像が含まれている,3,"選択肢3が正解です。
CIFARは、ILSVRCで使用されている画像データセットではありません。ILSVRCで使用されている画像データセットは、ImageNetです。

選択肢1：正しい説明です。CIFARには、飛行機や自転車など様々な種類の画像が含まれています。
選択肢2：正しい説明です。CIFAR-10やCIFAR-100などがあり、10や100は画像データのクラス数を表しています。
選択肢4：正しい説明です。CIFARには、数万種類の32×32のカラー画像が含まれています。"
193,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
現在は、ディープラーニングの研究が進み、数多くのフレームワークやライブラリが提供されている。例えば、Facebookが開発した（ア）、日本のPreferred Networksが開発していた（イ）などがある。",Caffe,PyTorch,Chainer,TensorFlow,2,"選択肢2が正解です。
PyTorchとは、Facebookが開発したディープラーニング用のフレームワークのことです。

選択肢1：Caffeとは、カリフォルニア大学バークレー校で開発されたディープラーニングのフレームワークです。
選択肢3：Chainerとは、日本のPreferred Networksが開発したディープラーニング用のフレームワークのことです。現在、開発は終了しています。
選択肢4：TensorFlowとは、Googleが開発したディープラーニング用のフレームワークです。"
194,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
現在は、ディープラーニングの研究が進み、数多くのフレームワークやライブラリが提供されている。例えば、Facebookが開発した（ア）、日本のPreferred Networksが開発していた（イ）などがある。",Caffe,PyTorch,Chainer,TensorFlow,3,"選択肢3が正解です。
Chainerとは、日本のPreferred Networksが開発したディープラーニング用のフレームワークのことです。現在、開発は終了しています。

選択肢1：Caffeとは、カリフォルニア大学バークレー校で開発されたディープラーニングのフレームワークです。
選択肢2：PyTorchとは、Facebookが開発したディープラーニング用のフレームワークのことです。
選択肢4：TensorFlowとは、Googleが開発したディープラーニング用のフレームワークです。"
195,ディープラーニングの社会実装に向けて,これからAIを利用するにあたって、重要になる考え方を記述した文章として、最も不適切な選択肢を選択してください。,AIが人を傷つけた場合、誰が責任を取るのかという法律などを制定していくことが大切である,文化などによって倫理観は変わるので、AIを発展させる方が社会にとって大切である,アナログ空間のデータを蓄積するためにRPAやIoTを駆使するのも1つである,AI技術を普及させるためにはビジネスで利益を生み出せるかが大切になる,2,"選択肢2が正解です。
AIを発展させる方が社会にとって大切だと断言することはできません。倫理観を無視してAIを開発することは、社会にとってマイナスになる可能性もあります。

選択肢1：正しい説明です。AIが人を傷つけた場合、誰が責任を取るのかという法律などを制定していくことが大切です。法律がないと、被害者が泣き寝入りになってしまう可能性が高くなります。
選択肢3：正しい説明です。人が行っている仕事を、AIがいきなり行うことは難しいです。その理由として、モデルを学習させるためのデータがない、もしくは少ないからです。そのため、人間が仕事しているアナログ空間のデータを蓄積する必要があります。データ蓄積の方法として、RPAやIoTを駆使するというものがあります。
選択肢4：正しい説明です。AI技術を普及させるためにはビジネスで利益を生み出せるかが大切になります。利益を生み出せない場合は、AI技術を使おうと考える企業は少ないため、普及速度は遅くなります。"
196,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
データマイニングのための指針となるCRISP-DMは、ビジネスの理解、（ア）、データの準備、モデリング、（イ）、展開の6つのステップから構成されている。",アナリティクス,データ解析,ビジネスモデルの評価,データの理解,4,"選択肢4が正解です。
CRISP-DMは、ビジネスの理解、データの理解、データの準備、モデリング、評価、展開の6つのステップから構成されています。以上から、（ア）に当てはまるのは、選択肢4の「データの理解」です。"
197,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
データマイニングのための指針となるCRISP-DMは、ビジネスの理解、（ア）、データの準備、モデリング、（イ）、展開の6つのステップから構成されている。",データ収集,市場調査,評価,データの正規化,3,"選択肢3が正解です。
CRISP-DMは、ビジネスの理解、データの理解、データの準備、モデリング、評価、展開の6つのステップから構成されています。以上から、（イ）に当てはまるのは、選択肢3の「評価」です。"
198,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
XAIの概念は、アメリカの（ア）が主導する研究プロジェクトが発端である。",AAAI,DARPA,ICML,CVPR,2,"選択肢2が正解です。
DARPAとは、アメリカ国防高等研究計画局のことで、軍隊使用のための新技術開発および研究を行うアメリカ国防総省の機関です。

選択肢1：AAAIとは、1979年に設立された人工知能に関する国際的な非営利の学術団体のことです。
選択肢3：ICMLとは、機械学習の国際会議のことです。
選択肢4：CVPRとは、パターン認識に関する学術会議のことです。"
199,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
ニューラルネットワークなどでは、カテゴリ変数を直接処理することは難しいので、数値に置き換えて処理する必要がある。このように、データを一定の規則に基づいて、目的に応じた情報に変換することを（ア）という。",フーリエ解析,リバースエンジニアリング,係り受け解析,エンコーディング,4,"選択肢4が正解です。
エンコーディングとは、データを一定の規則に基づいて、目的に応じた情報に変換することです。

選択肢1：フーリエ解析とは、フーリエ級数展開やフーリエ変換などを活用して、複雑な関数や現象を三角関数に分解して簡単に記述する方法・考え方のことです。
選択肢2：リバースエンジニアリングとは、人工知能分野においては分析や解析を行い設計・仕様などを調査することをいいます。データを暗号化するなどして、リバースエンジニアリングを防止します。
選択肢3：係り受け解析とは、主語や述語、修飾語や被修飾語のように、単語同士の関係性を推定することです。"
200,ディープラーニングの社会実装に向けて,欧州経済領域（EEA）において、個人情報とみなされるものを選択してください。,IPアドレス,Cookie,GPSの位置情報,上記すベて,4,"選択肢4が正解です。
欧州経済領域（EEA）において、IPアドレス、Cookie、GPSの位置情報など全て、個人情報とみなされています。よって、選択肢4が正解になります。"
201,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
新技術などを創造するために、企業・大学や研究機関が連携することを（ア）という。",産学連携,産学官協同,産学官連動,産学官連携,1,"選択肢1が正解です。
産学連携とは、新技術などを創造するために、企業・大学や研究機関が連携することをいいます。

選択肢2：産学官協同という用語はありません。
選択肢3：産学官連動という用語はありません。
選択肢4：産学官連携とは、新技術などを創造するために、企業・大学や研究機関・行政が連携することをいいます。"
202,ディープラーニングの社会実装に向けて,データ収集に関する説明として、最も不適切な選択肢を選択してください。,利用条件などによりオープンデータセットが使えない場合も存在する,質の高いデータを収集することを第1に考えることが大切である,オープンデータセットのラベルは全て正しいとは限らない,カメラやセンサを使って自社でデータを収集する場合もある,2,"選択肢2が正解です。
質の高いデータを収集することも大切ですが、コストなども考える必要があります。そのため、「質の高いデータを収集することを第1に考えることが大切である」は間違いです。

選択肢1：正しい説明です。利用条件などによりオープンデータセットが使えない場合も存在します。
選択肢3：正しい説明です。オープンデータセットのラベルは全て正しいとは限りません。
選択肢4：正しい説明です。使用できるオープンデータセットがない場合は、カメラやセンサを使って自社でデータを収集する場合もあります。"
203,ディープラーニングの社会実装に向けて,オープンデータセットには、様々な種類のものがある。例えば、自然言語関係の英語のオープンデータセットには、語彙データベースである（ア）などがある。,WordNet,ImageNet,MNIST,CIFAR,1,"選択肢1が正解です。
WordNetとは、英語の語彙データベースであり、語彙の類義語や上位概念・下位概念などの情報がまとめられています。

選択肢2：ImageNetとは、数千万枚以上ある大規模な画像データベースのことです。画像には、ラベルが設定されていますが、全てのラベルが正しく設定されているわけではありません。
選択肢3：MNISTとは、0〜9の手書き数字のモノクロ画像を集めたデータセットです。6万の訓練画像と1万の評価画像が含まれています。
選択肢4：CIFARとは、飛行機や自転車など様々な種類の画像を集めたデータセットです。"
204,数理統計,"（ア）に最もよく当てはまる選択肢を選んでください。
別の因子による影響を取り除いた2変数間の相関係数のことを（ア）という。",共分散,決定係数,偏相関係数,無相関,3,"選択肢3が正解です。
偏相関係数とは、別の因子による影響を取り除いた2変数間の相関係数のことをいいます。

選択肢1：共分散とは、2種類のデータの関係を表す値の1つで、2種類のデータの偏差同士の積の平均で求めることができます。
選択肢2：決定係数とは、説明変数が目的変数をどれくらいを説明できるかを表す値のことです。決定係数は0〜1の値を取ります。
選択肢4：無相関とは、正の相関でも負の相関でもない関係のことです。"
