,単元,問題文,選択肢1,選択肢2,選択肢3,選択肢4,解答,解説
171,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
畳み込みによって得られた2次元データのことを（ア）という。",メタデータ,特徴マップ,デンドログラム,コーパス,2,"選択肢2が正解です。
特徴マップとは、畳み込みによって得られた2次元データのことです。

選択肢1：メタデータとは、データの情報が記述されたデータのことを言います。例えば、「太宰治」に対して「著者」というデータを付与されている場合、「著者」がメタデータになります。
選択肢3：デンドログラムとは、クラスタリング（クラスター分析）において各個体がクラスターにまとめられていく様子を樹形図の形で表したものです。
選択肢4：コーパスとは、自然言語の文章を構造化し、まとめたもので、対訳データとも言われています"
172,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
技術者を支援する無料のサービスやプラットフォームは数多く存在する。例えば、大規模なオンライン講義が受けられる（ア）、プログラミング技術に関するナレッジコミュニティである（イ）などがある。",MOOC（MOOCs）,arXiv,Stack Overflow,Kaggle,1,"選択肢1が正解です。
MOOC（MOOCs）とは、大規模なオンライン講義が受けられるサービスのことです。

選択肢2：arXivとは、論文の公開や閲覧ができるサービスです。
選択肢3：Stack Overflowとは、プログラミング技術に関するナレッジコミュニティのことです。
選択肢4：Kaggleとは、データサイエンティストやエンジニアなどがモデルや分析手法の精度などを競い合うプラットフォームのことです。"
173,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
技術者を支援する無料のサービスやプラットフォームは数多く存在する。例えば、大規模なオンライン講義が受けられる（ア）、プログラミング技術に関するナレッジコミュニティである（イ）などがある。",GitHub,Stack Overflow,Coursera,Google Scholar,2,"選択肢2が正解です。
Stack Overflowとは、プログラミング技術に関するナレッジコミュニティのことです。

選択肢1：GitHubとは、ソースコードを保存・共有ができるサービスのことです。
選択肢3：Courseraとは、世界中の大学の授業を受講できるサービスです。
選択肢4：Google Scholarとは、Googleが提供している論文の検索サービスのことです。"
174,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
システムの設計段階からプライバシーに配慮する考え方のことを（ア）という。また、システムの設計段階からセキュリティに配慮する考え方を（イ）という。",セキュリティ・バイ・デザイン,プライバシー・バイ・デザイン,トータル・バイ・デザイン,オール・バイ・デザイン,2,"選択肢2が正解です。
プライバシー・バイ・デザインとは、システムの設計段階からプライバシーに配慮する考え方のことです。

選択肢1：セキュリティ・バイ・デザインとは、システムの設計段階からセキュリティに配慮する考え方のことです。
選択肢3：トータル・バイ・デザインという用語はありません。
選択肢4：オール・バイ・デザインという用語はありません。"
175,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
システムの設計段階からプライバシーに配慮する考え方のことを（ア）という。また、システムの設計段階からセキュリティに配慮する考え方を（イ）という。",セキュリティ・バイ・デザイン,プライバシー・バイ・デザイン,トータル・バイ・デザイン,オール・バイ・デザイン,1,"選択肢1が正解です。
セキュリティ・バイ・デザインとは、システムの設計段階からセキュリティに配慮する考え方のことです。

選択肢2：プライバシー・バイ・デザインとは、システムの設計段階からプライバシーに配慮する考え方のことです。
選択肢3：トータル・バイ・デザインという用語はありません。
選択肢4：オール・バイ・デザインという用語はありません。"
176,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
バイアスには様々なものが存在する。例えば、（ア）や（イ）などがある。（ア）とは、偏見や誤った認識などから収集してしまった偏ったデータのことである。（イ）とは、期待する結果を求めているとき、関係のない結果などを求める結果に合うように解釈したり、求めていない結果が出たときはその結果を軽視したりしてしまうことで発生するバイアスである。",アルゴリズムバイアス,データバイアス,観察者バイアス,サンプリングバイアス,2,"選択肢2が正解です。
データバイアスとは、偏見や誤った認識などから収集してしまった偏ったデータのことです。

選択肢1：アルゴリズムバイアスとは、AIに偏ったデータを学習させてしまうことで、偏った結果や出力をしてしまうことをいいます。
選択肢3：観察者バイアスとは、観察者が期待する結果を求めているとき、関係のない結果などを求める結果に合うように解釈したり、求めていない結果が出たときはその結果を軽視したりしてしまうことで発生するバイアスのことです。
選択肢4：サンプリングバイアスとは、抽出したサンプルに偏りがあることをいいます。偏ったサンプルを学習させてしまうと、偏った推論を行うAIになってしまいます。"
177,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
バイアスには様々なものが存在する。例えば、（ア）や（イ）などがある。（ア）とは、偏見や誤った認識などから収集してしまった偏ったデータのことである。（イ）とは、期待する結果を求めているとき、関係のない結果などを求める結果に合うように解釈したり、求めていない結果が出たときはその結果を軽視したりしてしまうことで発生するバイアスである。",アルゴリズムバイアス,データバイアス,観察者バイアス,サンプリングバイアス,3,"選択肢3が正解です。
観察者バイアスとは、観察者が期待する結果を求めているとき、関係のない結果などを求める結果に合うように解釈したり、求めていない結果が出たときはその結果を軽視したりしてしまうことで発生するバイアスのことです。

選択肢1：アルゴリズムバイアスとは、AIに偏ったデータを学習させてしまうことで、偏った結果や出力をしてしまうことをいいます。
選択肢2：データバイアスとは、偏見や誤った認識などから収集してしまった偏ったデータのことです。
選択肢4：サンプリングバイアスとは、抽出したサンプルに偏りがあることをいいます。偏ったサンプルを学習させてしまうと、偏った推論を行うAIになってしまいます。"
178,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
AI開発の原則に関する議論は世界中で行われている。例えば、AmazonやGoogleなどアメリカのIT企業を中心に組織されたPartnership on AIは、AIに関する倫理原則として（ア）を公開した。他にも、NPO法人である（イ）が提案したアシロマAI原則がある。アシロマAI原則は倫理に関する23の原則をまとめたガイドラインのことである。また、（ウ）はAIに関するガイドラインとして倫理的に調和された設計を公表している。",信頼性を備えたAIのための倫理ガイドライン,人間中心のAI社会原則,AIに関する理事会勧告,信条,4,"選択肢4が正解です。
信条とは、Partnership on AIが公表したAIに関する倫理原則のことです。

選択肢1：信頼性を備えたAIのための倫理ガイドラインとは、欧州委員会が公表したAIに関する倫理ガイドラインのことです。
選択肢2：人間中心のAI社会原則とは、日本の内閣府が発表したAIに関するガイドラインで、人間を中心としてAIを活用していくことを原則としています。
選択肢3：AIに関する理事会勧告とは、OECDが発表したAIに関するガイドラインのことです。"
179,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
AI開発の原則に関する議論は世界中で行われている。例えば、AmazonやGoogleなどアメリカのIT企業を中心に組織されたPartnership on AIは、AIに関する倫理原則として（ア）を公開した。他にも、NPO法人である（イ）が提案したアシロマAI原則がある。アシロマAI原則は倫理に関する23の原則をまとめたガイドラインのことである。また、（ウ）はAIに関するガイドラインとして倫理的に調和された設計を公表している。",Future of Life Institute,IEEE,内閣府,OECD,1,"選択肢1が正解です。
Future of Life Instituteとは、AIに関する非営利団体で、倫理に関する23の原則をまとめたガイドラインであるアシロマAI原則を公開しました。

選択肢2：IEEE（米国電気電子学会）とは、アメリカの電気・情報工学分野の学術研究団体のことで、AIに関するガイドラインとして倫理的に調和された設計を公表しています。
選択肢3：内閣府とは、日本の行政機関の1つで、AIを活用するにあたって社会が考慮すべき基本原則として人間中心のAI社会原則を公開しています。
選択肢4：OECDとは、ヨーロッパ諸国を中心とした国際機関で、AIに関するガイドラインとしてAIに関する理事会勧告を公表しています。"
180,ディープラーニングの社会実装に向けて,"（ウ）に最もよく当てはまる選択肢を選んでください。
AI開発の原則に関する議論は世界中で行われている。例えば、AmazonやGoogleなどアメリカのIT企業を中心に組織されたPartnership on AIは、AIに関する倫理原則として（ア）を公開した。他にも、NPO法人である（イ）が提案したアシロマAI原則がある。アシロマAI原則は倫理に関する23の原則をまとめたガイドラインのことである。また、（ウ）はAIに関するガイドラインとして倫理的に調和された設計を公表している。",Future of Life Institute,IEEE,内閣府,OECD,2,"選択肢2が正解です。
IEEE（米国電気電子学会）とは、アメリカの電気・情報工学分野の学術研究団体のことで、AIに関するガイドラインとして倫理的に調和された設計を公表しています。

選択肢1：Future of Life Instituteとは、AIに関する非営利団体で、倫理に関する23の原則をまとめたガイドラインであるアシロマAI原則を公開しました。
選択肢3：内閣府とは、日本の行政機関の1つで、AIを活用するにあたって社会が考慮すべき基本原則として人間中心のAI社会原則を公開しています。
選択肢4：OECDとは、ヨーロッパ諸国を中心とした国際機関で、AIに関するガイドラインとしてAIに関する理事会勧告を公表しています。"
181,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
AIモデルを開発するためには、開発環境を整える必要がある。また、現在では一般的な開発ツールを1つにまとめた環境である（ア）を使って開発を行うことも増えてきた。他にも、Webブラウザ上でPythonなどを記述・実行できるツールである（イ）を使って開発を行うこともある。",Python,IDE,Chainer,Docker,2,"選択肢2が正解です。
IDEとは、一般的な開発ツールを1つにまとめたもので、統合開発環境とも呼ばれています。

選択肢1：Pythonとは、AIモデルを開発するときに、よく用いられるプログラミング言語のことです。
選択肢3：Chainerとは、日本のPreferred Networksが開発したディープラーニング用のフレームワークのことです。現在、開発は終了しています。
選択肢4：Dockerとは、仮想環境を簡単に構築・配布・実行するためのプラットフォームです。"
182,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
AIモデルを開発するためには、開発環境を整える必要がある。また、現在では一般的な開発ツールを1つにまとめた環境である（ア）を使って開発を行うことも増えてきた。他にも、Webブラウザ上でPythonなどを記述・実行できるツールである（イ）を使って開発を行うこともある。",OpenAI Gym,Stack Overflow,NeurIPS,Jupyter Notebook,4,"選択肢4が正解です。
Jupyter Notebookとは、PythonなどをWebブラウザ上で記述・実行が可能な開発環境です。

選択肢1：OpenAI Gymとは、強化学習のシミュレーション用プラットフォームのことです。
選択肢2：Stack Overflowとは、プログラミング技術に関するナレッジコミュニティのことです。
選択肢3：NeurIPSとは、ニューラルネットワークに関する国際会議のことです。"
183,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
カテゴリ変数を数値化する手法として、（ア）や（イ）などがある。（ア）とはカテゴリの目的変数の平均を、そのカテゴリの数値として割り振る手法のことであり、（イ）とはカテゴリ変数をワンホット表現に変換する手法のことである。",ラベルエンコーディング,ターゲットエンコーディング,ワンホットエンコーディング,カウントエンコーディング,2,"選択肢2が正解です。
ターゲットエンコーディングとは、カテゴリ変数を数値化する方法の1つで、カテゴリの目的変数の平均を、そのカテゴリの数値として割り振る手法のことです。

選択肢1：ラベルエンコーディングとは、カテゴリ変数を数値化する方法の1つで、各カテゴリに対して一意の数値を割り振る手法のことです。例えば、パソコンを1、スマホを2のように各カテゴリに対して数値を割り振っていきます。
選択肢3：ワンホットエンコーディングとは、カテゴリ変数を数値化する方法の1つで、カテゴリ変数をワンホット表現に変換する手法です。ワンホット表現とは、1つの値が1、他の値を0で表す表現方法のことです。
選択肢4：カウントエンコーディングとは、カテゴリ変数を数値化する方法の1つで、データにカテゴリが登場した回数をカテゴリの数値として割り振る手法のことです。例えば、ユーザーデータがあり、データ全体で血液型がB型である人が15人いた場合、B型を15と数値に変換します。"
184,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
カテゴリ変数を数値化する手法として、（ア）や（イ）などがある。（ア）とはカテゴリの目的変数の平均を、そのカテゴリの数値として割り振る手法のことであり、（イ）とはカテゴリ変数をワンホット表現に変換する手法のことである。",ラベルエンコーディング,ターゲットエンコーディング,ワンホットエンコーディング,カウントエンコーディング,3,"選択肢3が正解です。
ワンホットエンコーディングとは、カテゴリ変数を数値化する方法の1つで、カテゴリ変数をワンホット表現に変換する手法です。ワンホット表現とは、1つの値が1、他の値を0で表す表現方法のことです。

選択肢1：ラベルエンコーディングとは、カテゴリ変数を数値化する方法の1つで、各カテゴリに対して一意の数値を割り振る手法のことです。例えば、パソコンを1、スマホを2のように各カテゴリに対して数値を割り振っていきます。
選択肢2：ターゲットエンコーディングとは、カテゴリ変数を数値化する方法の1つで、カテゴリの目的変数の平均を、そのカテゴリの数値として割り振る手法のことです。
選択肢4：カウントエンコーディングとは、カテゴリ変数を数値化する方法の1つで、データにカテゴリが登場した回数をカテゴリの数値として割り振る手法のことです。例えば、ユーザーデータがあり、データ全体で血液型がB型である人が15人いた場合、B型を15と数値に変換します。"
185,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
AIシステムは性能だけではなく、（ア）や（イ）も重要になる。（ア）とはユーザーとの全ての接点のことであり、（イ）とは商品を通して得られるユーザー体験のことである。また、AIシステムを顧客に使ってもらう場合は、商品の認知からアフターサポートまでの一連の中で得られる総合的な体験である（ウ）について意識する必要がある。",CS,UX,CX,UI,4,"選択肢4が正解です。
UIとは、ユーザーとの全ての接点のことです。例えば、Webデザイン、商品のパッケージ、動画などがUIにあたります。

選択肢1：CSとは、顧客満足度のことです。一般に、顧客満足度はアンケートなどを使って調べます。
選択肢2：UXとは、商品を通して得られるユーザー体験のことです。
選択肢3：CXとは、顧客体験のことで、商品の認知からアフターサポートまでの一連の中で得られる総合的な体験のことをいいます。"
186,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
AIシステムは性能だけではなく、（ア）や（イ）も重要になる。（ア）とはユーザーとの全ての接点のことであり、（イ）とは商品を通して得られるユーザー体験のことである。また、AIシステムを顧客に使ってもらう場合は、商品の認知からアフターサポートまでの一連の中で得られる総合的な体験である（ウ）について意識する必要がある。",CS,UX,CX,UI,2,"選択肢2が正解です。
UXとは、商品を通して得られるユーザー体験のことです。

選択肢1：CSとは、顧客満足度のことです。一般に、顧客満足度はアンケートなどを使って調べます。
選択肢3：CXとは、顧客体験のことで、商品の認知からアフターサポートまでの一連の中で得られる総合的な体験のことをいいます。
選択肢4：UIとは、ユーザーとの全ての接点のことです。例えば、Webデザイン、商品のパッケージ、動画などがUIにあたります。"
187,ディープラーニングの社会実装に向けて,"（ウ）に最もよく当てはまる選択肢を選んでください。
AIシステムは性能だけではなく、（ア）や（イ）も重要になる。（ア）とはユーザーとの全ての接点のことであり、（イ）とは商品を通して得られるユーザー体験のことである。また、AIシステムを顧客に使ってもらう場合は、商品の認知からアフターサポートまでの一連の中で得られる総合的な体験である（ウ）について意識する必要がある。",CS,UX,CX,UI,3,"選択肢3が正解です。
CXとは、顧客体験のことで、商品の認知からアフターサポートまでの一連の中で得られる総合的な体験のことをいいます。

選択肢1：CSとは、顧客満足度のことです。一般に、顧客満足度はアンケートなどを使って調べます。
選択肢2：UXとは、商品を通して得られるユーザー体験のことです。
選択肢4：UIとは、ユーザーとの全ての接点のことです。例えば、Webデザイン、商品のパッケージ、動画などがUIにあたります。"
188,ディープラーニングの社会実装に向けて,不正競争防止法に関する説明として、最も不適切な選択肢を選択してください。,営業秘密として保護を受けるためには、秘密管理性、有用性、非公知性の要件を満たす必要がある,事業者間の不正な競争を防止するための法律である,限定提供データは保護の対象にならない,コピー商品の販売などを販売した場合、差止めや損害賠償請求の対象になる,3,"選択肢3が正解です。
限定提供データも保護の対象になります。よって、「限定提供データは保護の対象にならない」は間違いです。

選択肢1：営業秘密として保護を受けるためには、秘密管理性、有用性、非公知性の要件を満たす必要があります。
選択肢2：不正競争防止法とは、事業者間の不正な競争を防止するための法律です。
選択肢4：コピー商品の販売などを販売した場合、差止めや損害賠償請求の対象になります。"
189,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
個人の位置情報・商品の購入履歴などが含まれる個人に関する情報のことを（ア）という。また、Webサイトの運営者などが、サイト訪問者の行動情報を収集したり、分析したりすることを（イ）という。（イ）を行うときは、（ウ）を使用することが多い。（ウ）とは、訪問したWebサイトで記入した情報などを一時的にWebブラウザに保存する仕組み、もしくは保存した情報のことをいう。",パーソナルデータ,PDS,プロファイリング,Cookie,1,"選択肢1が正解です。
パーソナルデータとは、個人に関する情報のことで、個人情報以外にも個人の位置情報・商品の購入履歴などが含まれます。

選択肢2：PDSとは、個人自らが自分のデータを集約させて管理するシステムのことです。また、パーソナルデータストアとも呼ばれます。
選択肢3：プロファイリングとは、経済状態や趣味嗜好などの個人データを分析することです。また、分析データから個人の行動を予測したりもします。
選択肢4：Cookieとは、訪問したWebサイトで記入した情報などを一時的にWebブラウザに保存する仕組み、もしくは保存した情報のことをいいます。"
190,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
個人の位置情報・商品の購入履歴などが含まれる個人に関する情報のことを（ア）という。また、Webサイトの運営者などが、サイト訪問者の行動情報を収集したり、分析したりすることを（イ）という。（イ）を行うときは、（ウ）を使用することが多い。（ウ）とは、訪問したWebサイトで記入した情報などを一時的にWebブラウザに保存する仕組み、もしくは保存した情報のことをいう。",ブルートフォース,トラッキング,ラベルエンコーディング,フーリエ解析,2,"選択肢2が正解です。
トラッキングとは、Webサイトの運営者などが、サイト訪問者の行動情報を収集したり、分析したりすることをいう。

選択肢1：ブルートフォースとは、総当たり攻撃、力ずくという意味です。また、全パターンを調べて最適な手を見つけ出すモンテカルロ法はブルートフォースで押し切る方法になります。
選択肢3：ラベルエンコーディングとは、カテゴリ変数を数値化する方法の1つで、各カテゴリに対して一意の数値を割り振る手法のことです。例えば、パソコンを1、スマホを2のように各カテゴリに対して数値を割り振っていきます。
選択肢4：フーリエ解析とは、フーリエ級数展開やフーリエ変換などを活用して、複雑な関数や現象を三角関数に分解して簡単に記述する方法・考え方のことです。"
191,ディープラーニングの社会実装に向けて,"（ウ）に最もよく当てはまる選択肢を選んでください。
個人の位置情報・商品の購入履歴などが含まれる個人に関する情報のことを（ア）という。また、Webサイトの運営者などが、サイト訪問者の行動情報を収集したり、分析したりすることを（イ）という。（イ）を行うときは、（ウ）を使用することが多い。（ウ）とは、訪問したWebサイトで記入した情報などを一時的にWebブラウザに保存する仕組み、もしくは保存した情報のことをいう。",パーソナルデータ,PDS,個人関連情報,Cookie,4,"選択肢4が正解です。
Cookieとは、訪問したWebサイトで記入した情報などを一時的にWebブラウザに保存する仕組み、もしくは保存した情報のことをいいます。

選択肢1：パーソナルデータとは、個人に関する情報のことで、個人情報以外にも個人の位置情報・商品の購入履歴などが含まれます。
選択肢2：PDSとは、個人自らが自分のデータを集約させて管理するシステムのことです。また、パーソナルデータストアとも呼ばれます。
選択肢3：個人関連情報とは、生存する個人に関する情報であって、個人情報、仮名加工情報及び匿名加工情報のいずれにも該当しないものをいいます。"
192,ディープラーニングの社会実装に向けて,AIをビジネスで利用するにあたって大切な考え方を記述した文章として、最も不適切な選択肢を選択してください。,経営課題を解決する方法として最適な方法がAIなのかを議論することが大切である,AIの導入・運用コストが高くても、積極的に導入することが大切である,技術的に可能であったとしても、倫理的な問題によりAIを導入することができない場合がある,AIの導入を検討するとき、場合によっては学習用データに関する議論も同時に行う必要がある,2,"選択肢2が正解です。
AIを導入するときは、将来的な金銭的メリットなどを考慮して導入するべきかどうかを考えることが大切です。メリットが小さいと判断した場合は、AIを導入しない方がよいでしょう。そのため、「AIの導入・運用コストが高くても、積極的に導入することが大切である」は間違いです。

選択肢1：正しい説明です。経営課題を解決する方法として最適な方法がAIなのかを議論することが大切です。AI以外の方法の方が経営課題を解決するのに最適な場合も存在します。
選択肢3：正しい説明です。技術的に、法律的に可能であったとしても、倫理的な問題によりAIを導入をすることができない場合があります。
選択肢4：正しい説明です。自社独自のAIモデルを作るとき、新しい学習用データが必要になるケースがあります。そのため、学習用データの取得方法について議論をしておく必要があります。"
193,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
データマイニングのための指針となるCRISP-DMは、ビジネスの理解、データの理解、（ア）、モデリング、評価、（イ）の6つのステップから構成されている。",データの準備,アナリティクス,モデルの理解,標準化,1,"選択肢1が正解です。
CRISP-DMは、ビジネスの理解、データの理解、データの準備、モデリング、評価、展開の6つのステップから構成されています。以上から、（ア）に当てはまるのは、選択肢1の「データの準備」です。"
194,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
データマイニングのための指針となるCRISP-DMは、ビジネスの理解、データの理解、（ア）、モデリング、評価、（イ）の6つのステップから構成されている。",AI構築,データ収集,改善,展開,4,"選択肢4が正解です。
CRISP-DMは、ビジネスの理解、データの理解、データの準備、モデリング、評価、展開の6つのステップから構成されています。以上から、（イ）に当てはまるのは、選択肢4の「展開」です。"
195,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
偏見や誤ったデータを学習してしまったことで、AIが偏った結果を出力してしまうことを（ア）という",フレーム問題,アルゴリズムバイアス,ブラックボックス,シンボルグラウンディング問題,2,"選択肢2が正解です。
アルゴリズムバイアスとは、AIに偏ったデータを学習させてしまうことで、偏った結果や出力をしてしまうことをいいます。

選択肢1：フレーム問題とは、処理能力が限られている人工知能では、現実に起こりうる全ての問題に対応することができないという問題のことです。フレーム問題は、人工知能における解決するべき重要な問題の1つです。
選択肢3：ブラックボックスとは、中身がどうなっているのか不明であることをいいます。人工知能分野では、AIが出力したものが、どのようなプロセスで導き出されたのか分からないことをブラックボックスといいます。
選択肢4：シンボルグラウンディング問題とは、コンピュータがシンボル（記号）を現実世界の意味とどのように結びつけるかという問題のことを言います。例えば、人間の場合は、「ウマ」と「縞模様」を知っていれば、「シマウマ」を知らなくても、縞模様をもつウマであることを想像することができます。一方、人工知能は「ウマ」と「縞模様」の用語を学習していても、用語を本質的に理解していないので、両者を結びつけて「シマウマ」を想像することができません。シンボルグラウンディング問題は、認知科学者のスティーブン・ハルナッドにより議論されたものです。"
196,ディープラーニングの社会実装に向けて,道路交通法に関する記述としても、最も不適切な選択肢を選択してください。,2019年よりながら運転への罰則が強化された,自動運転中において、いかなる場合でもスマートフォンを操作してはいけない,自動運行装置による走行も運転と定義されている,作動状態記録装置の整備と記録保存が義務付けられている,2,"選択肢2が正解です。
一定の条件を満たせば、自動運転中の運転手はスマートフォンを操作することができます。そのため、「自動運転中において、いかなる場合でもスマートフォンを操作してはいけない」は間違いです。

選択肢1：正しい説明です。2019年よりながら運転への罰則が強化されました。
選択肢3：正しい説明です。自動運行装置による走行も運転と定義されています。
選択肢4：正しい説明です。作動状態記録装置の整備と記録保存が義務付けられています。"
197,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
AIが利用者の趣味嗜好を学習し、利用者の興味のある情報を表示させ、興味のない情報を表示しないことで、自分が見たい情報だけしか見えなくなる現象を（ア）という。",フィルターバブル現象,イライザ（ELIZA）効果,AI効果,ザイオンス効果,1,"選択肢1が正解です。
フィルターバブル現象とは、AIが利用者の趣味嗜好を学習し、利用者の興味のある情報を表示させ、興味のない情報を表示しないことで、自分が見たい情報だけしか見えなくなる現象のことです。

選択肢2：イライザ（ELIZA）効果とは、意識的にはわかっていても、無意識的にコンピュータの動作が人間と似ていると感じてしまう現象のことを言います。
選択肢3：AI効果とは、人工知能が何か新しいことを実現してしまうと、「それはただの自動化であって人工知能ではない」と考えようとする心理効果のことです。例えば、「掃除ロボットは凄いけど、あくまで自動化であって、人工知能ではないよね」と考えてしまう心理効果が、AI効果になります。
選択肢4：ザイオンス効果とは、接触回数が増えると、その人に対して好印象を持つ心理効果のことを言います。"
198,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
ディープラーニングのフレームワークには、（ア）と（イ）がある。（ア）とは、計算グラフを構築後に、データを流して処理をしていく方式のことであり、（イ）とは、データを流して計算を行いながら、計算グラフを構築していく方式のことである。",define-or-run,define-find-run,define-and-run,define-by-run,3,"選択肢3が正解です。
define-and-runとは、計算グラフを構築後に、データを流して処理をしていく方式のことです。

選択肢1：define-or-runという用語はありません。
選択肢2：define-find-runという用語はありません。
選択肢4：define-by-runとは、データを流して計算を行いながら、計算グラフを構築していく方式のことです。"
199,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
ディープラーニングのフレームワークには、（ア）と（イ）がある。（ア）とは、計算グラフを構築後に、データを流して処理をしていく方式のことであり、（イ）とは、データを流して計算を行いながら、計算グラフを構築していく方式のことである。",define-or-run,define-find-run,define-and-run,define-by-run,4,"選択肢4が正解です。
define-by-runとは、データを流して計算を行いながら、計算グラフを構築していく方式のことです。

選択肢1：define-or-runという用語はありません。
選択肢2：define-find-runという用語はありません。
選択肢3：define-and-runとは、計算グラフを構築後に、データを流して処理をしていく方式のことです。"
200,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
自律型兵器の研究は人道的な問題があり、自律型兵器の開発が報じられると問題になることがある。例えば、（ア）は2018年に自律型兵器などを含む研究を行っていると報じられた。これに対して、世界中のAI 研究者から「（ア）が自律型兵器の研究を行う限り、KAISTとの協同研究を行わない」という宣言が出された。これを受け、（ア）は自律型兵器の研究を行う予定はないと表明しました。",VQA,SMOTE,GLUE,KAIST,4,"選択肢4が正解です。
KAIST（韓国科学技術院）は、韓国にある国立の大学です。KAISTは、2018年に自律型兵器などを含む研究を行っていると報じられました。これに対して、世界中のAI 研究者から「KAISTが自律型兵器の研究を行う限り、KAISTとの協同研究を行わない」という宣言が出されました。これを受け、KAISTは、自律型兵器の研究を行う予定はないと表明しました。

選択肢1：VQA（Visual Question Answering）とは、ある画像とその画像に関する質問を与えたとき、正しい答えを導き出すタスクのことです。
選択肢2：SMOTEとは、オーバーサンプリングの代表的な手法の1つで、データに偏りがあるときに、少ないデータのカテゴリに対して水増しを行います。
選択肢3：GLUEとは、自然言語処理のベンチマーク（指標）のことです。"
201,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
現在は、ディープラーニングの研究は進み、初心者でも扱いやすいフレームワークが提供されている。代表的なものとして、TensorFlowなどの上で動くニューラルネットワークのライブラリである（ア）がある。",Caffe,PyTorch,Chainer,Keras,4,"選択肢4が正解です。
Kerasとは、TensorFlowなどの上で動くニューラルネットワークのライブラリです。初心者でも使いやすいという特徴があります。

選択肢1：Caffeとは、カリフォルニア大学バークレー校で開発されたディープラーニングのフレームワークです。
選択肢2：PyTorchとは、Facebookが開発したディープラーニング用のフレームワークのことです。
選択肢3：Chainerとは、日本のPreferred Networksが開発したディープラーニング用のフレームワークのことです。現在、開発は終了しています。"
202,ディープラーニングの社会実装に向けて,ディープラーニングのフレームワークに関する説明として、最も不適切な選択肢を選択してください。,主流は、define-and-runからdefine-by-runに変わってきている,Chainerはdefine-and-runの代表的なフレームワークである,計算の過程を定義したものをグラフ化したものを計算グラフという,無料で使用することができるフレームワークも存在する,2,"選択肢2が正解です。
Chainerはdefine-and-runではなく、define-by-runの代表的なフレームワークです。そのため、「Chainerはdefine-and-runの代表的なフレームワークである」は間違いです。

選択肢1：正しい説明です。ディープラーニングのフレームワークの主流は、define-and-runからdefine-by-runに変わってきています。
選択肢3：正しい説明です。計算の過程を定義したものをグラフ化したものを計算グラフといいます。
選択肢4：正しい説明です。無料で使用することができるディープラーニングのフレームワークは数多く存在します。"
203,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
創造活動によって創造物やアイデアを作り出した人に対して付与される権利を（ア）という。（ア）は様々な法律によって保護されている。例えば、発明を保護する法律として（イ）があり、商品やサービスのマークを保護する法律として（ウ）がある。",著作権,特許権,実用新案権,知的財産権,4,"選択肢4が正解です。
知的財産権とは、創造活動によって創造物やアイデアを作り出した人に対して付与される権利です。

選択肢1：著作権とは、著作物を保護するための権利のことです。
選択肢2：特許権とは、発明を保護するための権利のことです。
選択肢3：実用新案権とは、物品の形状、構造、組み合わせに係るアイデアを保護するための権利です。"
