,単元,問題文,選択肢1,選択肢2,選択肢3,選択肢4,解答,解説
170,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
個人情報は細かく分けることができる。例えば、個人情報データベース等で管理されている個人情報のことを（ア）という。また、人種、思想、犯罪歴など本人に対する不当な差別などが発生してしまう危険性があり、配慮すべき個人情報のことを（イ）という。",要配慮個人情報,配慮対象個人情報,重要個人情報,要保護個人情報,1,"選択肢1が正解です。
要配慮個人情報とは、人種、思想、犯罪歴など本人に対する不当な差別などが発生してしまう危険性があり、配慮すべき個人情報のことです。

選択肢2：配慮対象個人情報という用語はありません。
選択肢3：重要個人情報という用語はありません。
選択肢4：要保護個人情報という用語はありません。"
171,ディープラーニングの社会実装に向けて,著作権に関する説明として間違っている選択肢を選択してください。,音楽や写真・小説など著作者の権利を守るための法律を著作権法という,マニュアルやプログラムコードは著作権の保護の対象となる,学習済みモデルは保護の対象にならない,情報の選択または体系的な構成によって創造性を有するデータベースは著作権の保護の対象になる,3,"選択肢3が正解です。
「学習済みモデル」も保護の対象になります。

選択肢1：正しい説明です。音楽や写真・小説など著作者の権利を守るための法律を著作権法といいます。
選択肢2：正しい説明です。マニュアルやプログラムコードは著作権の保護の対象になります。
選択肢4：正しい説明です。情報の選択または体系的な構成によって創造性を有するデータベースは著作権の保護の対象になります。"
172,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
個人を特定できないように個人情報を加工し、元の個人情報を復元できないようにした情報のことを（ア）という。また、個人を特定できないようにした情報で、他の情報と照合することで個人情報を復元できるものを（イ）という。",要配慮個人情報,非復元個人情報,匿名加工情報,仮名加工情報,3,"選択肢3が正解です。
匿名加工情報とは、個人を特定できないように個人情報を加工し、元の個人情報に復元できないようにした情報のことをいいます。また、同意なく目的外利用・第三者への提供が可能です。

選択肢1：要配慮個人情報とは、人種、思想、犯罪歴など本人に対する不当な差別などが発生してしまう危険性があり、配慮すべき個人情報のことです。
選択肢2：非復元個人情報という用語はありません。
選択肢4：仮加工情報とは、個人を特定できないようにした情報のことで、他の情報と照合することで個人情報の復元が可能という特徴があります。また、本人による同意がなくても目的外の利用はできますが、業務委託先を除く第三者への提供はできません。"
173,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
個人を特定できないように個人情報を加工し、元の個人情報を復元できないようにした情報のことを（ア）という。また、個人を特定できないようにした情報で、他の情報と照合することで個人情報を復元できるものを（イ）という。",要配慮個人情報,非復元個人情報,匿名加工情報,仮名加工情報,4,"選択肢4が正解です。
仮加工情報とは、個人を特定できないようにした情報のことで、他の情報と照合することで個人情報の復元が可能という特徴があります。また、本人による同意がなくても目的外の利用はできますが、業務委託先を除く第三者への提供はできません。

選択肢1：要配慮個人情報とは、人種、思想、犯罪歴など本人に対する不当な差別などが発生してしまう危険性があり、配慮すべき個人情報のことです。
選択肢2：非復元個人情報という用語はありません。
選択肢3：匿名加工情報とは、個人を特定できないように個人情報を加工し、元の個人情報に復元できないようにした情報のことをいいます。また、同意なく目的外利用・第三者への提供が可能です。"
174,ディープラーニングの社会実装に向けて,データの単位として、小さいものから順に並んでいる選択肢を選択してください。,KB、MB、GB、PB、TB、EB,KB、GB、MB、TB、PB、EB,KB、GB、GB、PB、TB、EB,KB、MB、GB、TB、PB、EB,4,"選択肢4が正解です。
データの単位を小さいものから順に並べると「KB（キロバイト）、MB（メガバイト）、GB（ギガバイト）、TB（テラバイト）、PB（ペタバイト）、EB（エクサバイト）」になります。"
175,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
原則としてEU領外への個人データの持ち出しを禁止する法律を（ア）という。日本は「個人データについて保護水準を満たす国」だとする（イ）を受けており、個人データを持ち出すことができる。",GDPR,ACM,NDA,LDA,1,"選択肢1が正解です。
GDPR（EU一般データ保護規則）とは、EU内の個人データ保護を強化するための規則であり、原則としてEU内で取得した個人データはEU外へ持ち出すことを禁止しています。日本は「個人データについて保護水準を満たす国」として十分性認定を受けており、個人データを持ち出すことができます。

選択肢2：ACMとは、米国コンピューター学会のことで、彼らが主催するACM FATでは機械学習だけではなく、哲学などを交えて様々な議論が行われています。
選択肢3：NDAとは、取引を行うもの同士が営業秘密等を開示しないように、締結する秘密保持に関する契約のことです。
選択肢4：LDA（潜在的ディリクレ配分法）とは、トピックモデルの代表的な手法の1つです。"
176,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
原則としてEU領外への個人データの持ち出しを禁止する法律を（ア）という。日本は「個人データについて保護水準を満たす国」だとする（イ）を受けており、個人データを持ち出すことができる。",十分性認定,個人情報持出認可,持出認定,十分性認可,1,"選択肢4が正解です。
TensorFlowとは、Googleが開発したディープラーニング用のフレームワークです。

選択肢1：Caffeとは、カリフォルニア大学バークレー校で開発されたディープラーニングのフレームワークです。
選択肢2：PyTorchとは、Facebookが開発したディープラーニング用のフレームワークのことです。
選択肢3：Chainerとは、日本のPreferred Networksが開発したディープラーニング用のフレームワークのことです。現在、開発は終了しています。"
177,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
現在は、ディープラーニングの研究が進み、数多くのフレームワークやライブラリが提供されている。例えば、Googleが開発した（ア）、カリフォルニア大学バークレー校で開発された（イ）などがある。",Caffe,PyTorch,Chainer,TensorFlow,4,"選択肢1が正解です。
Caffeとは、カリフォルニア大学バークレー校で開発されたディープラーニングのフレームワークです。

選択肢2：PyTorchとは、Facebookが開発したディープラーニング用のフレームワークのことです。
選択肢3：Chainerとは、日本のPreferred Networksが開発したディープラーニング用のフレームワークのことです。現在、開発は終了しています。
選択肢4：TensorFlowとは、Googleが開発したディープラーニング用のフレームワークです。"
178,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
現在は、ディープラーニングの研究が進み、数多くのフレームワークやライブラリが提供されている。例えば、Googleが開発した（ア）、カリフォルニア大学バークレー校で開発された（イ）などがある。",Caffe,PyTorch,Chainer,TensorFlow,1,"選択肢1が正解です。
データポータビリティ権とは、あるサービスが収集・蓄積した個人データを、他のサービスでも再利用できる権利のことです。

選択肢2：パーソナルデータとは、個人に関する情報のことで、個人情報以外にも個人の位置情報・商品の購入履歴などが含まれます。
選択肢3：プロファイリングとは、経済状態や趣味嗜好などの個人データを分析することです。また、分析データから個人の行動を予測したりもします。
選択肢4：透明性レポートとは、利用者のデータなどをどのように活用しているのか、政府などに情報提供した件数はどれくらいかなどをまとめたレポートのことです。"
179,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
あるサービスが収集・蓄積した個人データを、他のサービスでも再利用できる権利のことを（ア）権という。また、個人自らが自分のデータを集約させて管理するシステムを（イ）という。",データポータビリティ,パーソナルデータ,プロファイリング,透明性レポート,1,"選択肢1が正解です。
PDSとは、個人自らが自分のデータを集約させて管理するシステムのことです。また、パーソナルデータストアとも呼ばれます。

選択肢2：GPTとは、OpenAIが開発した自然言語処理モデルで、大規模なコーパスを使用して事前学習・ファインチューニングを行うモデルのことです。
選択肢3：REINFORCEとは、アルファ碁などで使用されている方策ベースのアルゴリズムです。
選択肢4：CycleGANとは、画像生成モデルの1つで、元の画像を変換し、変換した画像を元の画像に再変換する手法です。このとき、変換した画像は本物かどうかを予測し、再度変換した画像と元の画像が一致するように学習を行います。また、画像のペアが必要のないという特徴があります。"
180,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
あるサービスが収集・蓄積した個人データを、他のサービスでも再利用できる権利のことを（ア）権という。また、個人自らが自分のデータを集約させて管理するシステムを（イ）という。",PDS,GPT,REINFORCE,CycleGAN,1,"選択肢1が正解です。
レベル3の自動運転は、システムが限定した領域で運転タスクを実施をしますが、作業継続が困難な場合は人間が運転タスクを実施します。また、レベル3の自動運転は条件付運転自動化と言われ、運転主体は基本的にシステムですが、作業継続が困難な場合は運転手です。

選択肢2：レベル2の自動運転の説明です。 レベル2の自動運転は、システムが加速・減速制御、ハンドル操作をともに実施します。また、レベル2の自動運転は部分運転自動化と言われ、運転主体は運転手です。
選択肢3：レベル4の自動運転の説明です。 レベル4の自動運転は、システムが限定した領域で全ての運転タスクを実施し、利用者は関与しません。また、レベル4の自動運転は高度運転自動化と言われ、運転主体はシステムです。
選択肢4：レベル1の自動運転の説明です。レベル1の自動運転では、システムが加速・減速制御またはハンドル操作の一方を実施します。また、レベル1の自動運転は運転支援と言われ、運転主体は運転手です。"
181,ディープラーニングの社会実装に向けて,自動運転レベルのレベル3の説明として、正しい選択肢を選択してください。,システムが限定した領域で運転タスクを実施をするが、作業継続が困難な場合は人間が運転タスクを実施,システムが加速・減速制御、ハンドル操作をともに実施,システムが限定した領域で全ての運転タスクを実施,システムが加速・減速制御またはハンドル操作の一方を実行,1,"選択肢1が正解です。
信頼性を備えたAIのための倫理ガイドラインとは、欧州委員会が公表したAIに関する倫理ガイドラインのことです。

選択肢2：人間中心のAI社会原則とは、日本の内閣府が発表したAIに関するガイドラインで、人間を中心としてAIを活用していくことを原則としています。
選択肢3：アシロマAI原則とは、NPO法人であるFuture of Life Instituteが発表したガイドラインで、倫理問題や安全管理対策など23の項目から成り立っています。
選択肢4：倫理的に調和された設計は、IEEE（米国電気電子学会）によって発表されたAI使用に関するガイドラインのことです。"
182,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
欧州委員会はAIに関する倫理ガイドラインとして（ア）を発表した。",信頼性を備えたAIのための倫理ガイドライン,人間中心のAI社会原則,アシロマAI原則,倫理的に調和された設計,1,"選択肢1が正解です。
限定提供データとは、限定した者に提供する、電磁的方法で記録された相当量蓄積されたデータのことです。

選択肢2：ビッグデータとは、様々な形式の大量のデータのことです。一般的に、ビッグデータは、量・速度・多様性の特性を持っています。
選択肢3：個人データとは、個人情報データベース等で管理されている個人情報のことです。個人情報データベースとは、個人情報を検索することができるデータベースのことです。
選択肢4：限定機密データという用語はありません。"
183,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
限定された人に提供されている電磁的方法で記録された相当量の技術上または営業上のデータを（ア）という。",限定提供データ,ビッグデータ,個人データ,限定機密データ,1,"選択肢3が正解です。
プロファイリングとは、経済状態や趣味嗜好などの個人データを分析することです。また、分析データから個人の行動を予測したりもします。

選択肢1：パーソナルデータとは、個人に関する情報のことで、個人情報以外にも個人の位置情報・商品の購入履歴などが含まれます。
選択肢2：データクレンジングとは、データの品質を高めるために、データの重複や誤記などの不備、欠損しているデータや無関係なデータを特定して修正、変更、削除などを行うことです。
選択肢4：トラッキングとは、Webサイトの運営者などが、サイト訪問者の行動情報を収集したり、分析したりすることをいう。"
184,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
GDPR22条では、利用者にとって法的効果、重大な影響を及ぼす場合、（ア）を含む自動処理のみに基づいた判断の対象にならない権利について記述されている。（ア）とは、経済状態や趣味嗜好などの個人データを分析することである。",パーソナルデータ,データクレンジング,プロファイリング,トラッキング,3,"選択肢1が正解です。
IoTとは、Internet of Thingsの略で、家電・車・住居など様々なモノをインターネットに接続する技術のことを言います。

選択肢2：RPAとは、Robotic Process Automationの略で、コンピュータ上で行われる定型的な業務を、自動化する技術のことを言います。
選択肢3：BPR（Business Process Reengineering）とは、ビジネスプロセスを見直して再設計することを言います。AIを最大限活用できるように、ビジネスプロセスを再設計することが大切になります。
選択肢4：CTCとは、音声認識などで使われる手法のことです。音声データなどでは、入力された音素と出力される音素の数が異なることがあり、矛盾が生じてしまうことがあります。そういった矛盾を回避するために使われる手法です。"
185,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
モノがインターネットに接続されることを（ア）、人間の代わりにコンピュータが定型作業を自動化することを（イ）という。",IoT,RPA,BPR,CTC,1,"選択肢2が正解です。
RPAとは、Robotic Process Automationの略で、コンピュータ上で行われる定型的な業務を、自動化する技術のことを言います。

選択肢1：PoCとは、概念検証のことで、開発前にプロジェクトが実現可能かどうかを検証することです。
選択肢3：RMSpropとは、AdaGradを改良したアルゴリズムで、局所最適化やプラトーなどを避け、学習の効率を上げることを目的にしています。
選択肢4：GPTとは、OpenAIが開発した自然言語処理モデルで、大規模なコーパスを使用して事前学習・ファインチューニングを行うモデルのことです。"
186,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
モノがインターネットに接続されることを（ア）、人間の代わりにコンピュータが定型作業を自動化することを（イ）という。",PoC,RPA,RMSprop,GPT,2,"選択肢1が正解です。
ブロックチェーンとは、データベース技術の1つで、過去に行った全ての取引データを参加者が保有することで、データの改ざんを実質的に不可能にしています

選択肢2：優先度付き経験再生とは、DQNを改良したモデルで、行動と報酬の記録から頻度の少ない行動や効果的と思われる行動などを優先的に選んで学習を行う手法のことです。
選択肢3：モデルベースとは、環境モデルを使用するアルゴリズムのことで、モデルフリーの手法に比べてサンプル効率が良いとされています。
選択肢4：ディスクリミネータとは、GANを構成するネットワークの1つで、ジェネレータが生成した画像の真偽を予測するものです。"
187,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
過去に行った全ての取引データを保有した台帳のことを（ア）という。また、（ア）技術を使用することで、（イ）は現実的に不可能とされている。",ブロックチェーン,優先度付き経験再生,モデルベース,ディスクリミネータ,1,"選択肢2が正解です。
ブロックチェーン技術を使用することで、「改ざん」は現実的に不可能とされています。一方で、詐欺、アカウントの乗っ取りなどは過去に発生しています。また、ブロックチェーン技術を活用して決済を行う取り組みも行われています。"
188,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
過去に行った全ての取引データを保有した台帳のことを（ア）という。また、（ア）技術を使用することで、（イ）は現実的に不可能とされている。",詐欺,改ざん,アカウントの乗っ取り,決済,2,"選択肢1が正解です。
クライシス・マネジメント（危機管理）とは、危機は発生するという前提に基づいて、危機が発生したときに被害を最小限に抑えるための対応について管理することをいいます。

選択肢2：問題管理とは、言葉通りトラブルを管理することです。
選択肢3：事前管理という用語はありません。
選択肢4：リスク・マネジメント（リスク管理）とは、さまざまな危機に対して、適切に予防することをいいます。"
189,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
危機は発生するものと考え、危機が生じたときに最小限に被害を抑えるための方法を（ア）という。また、問題が起きないように事前に策を講じることを（イ）という。",危機管理,問題管理,事前管理,リスク管理,1,"選択肢4が正解です。
リスク・マネジメント（リスク管理）とは、さまざまな危機に対して、適切に予防することをいいます。

選択肢1：クライシス・マネジメント（危機管理）とは、危機は発生するという前提に基づいて、危機が発生したときに被害を最小限に抑えるための対応について管理することをいいます。
選択肢2：問題管理とは、言葉通りトラブルを管理することです。
選択肢3：事前管理という用語はありません。"
190,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
危機は発生するものと考え、危機が生じたときに最小限に被害を抑えるための方法を（ア）という。また、問題が起きないように事前に策を講じることを（イ）という。",危機管理,問題管理,事前管理,リスク管理,4,"選択肢3が正解です。
著作権は、著作物を作った時点で自動的に発生します。そのため、文化庁に出願する必要はありません。

選択肢1：正しい説明です。日本では、データを解析で利用する場合には、著作物の複製が認められています。
選択肢2：正しい説明です。特許権は特許庁に出願して登録されることで権利を得ることができます。
選択肢4：正しい説明です。原則として特許権は発明者に帰属します。"
191,ディープラーニングの社会実装に向けて,著作権法及び特許権法に関する説明として、最も不適切な選択肢を選択してください。,日本では、データを解析で利用する場合には、著作物の複製が認められている,特許権は特許庁に出願して登録されることで権利を得る,著作権は文化庁に出願することで権利を得る,原則として特許権は発明者に帰属する,3,"選択肢4が正解です。
BPR（Business Process Reengineering）とは、ビジネスプロセスを見直して再設計することを言います。AIを最大限活用できるように、ビジネスプロセスを再設計することが大切になります。

選択肢1：ELMoとは、word2vecを改良したモデルで、双方向リカレントニューラルネットワークを活用しており、複数の意味を持つ単語でも前後文から適切な意味を推測することが可能です。
選択肢2：CECとは、LSTMブロックを構成する誤差を内部に保存するためのユニットです。
選択肢3：ELSIとは、Ethical、 Legal and Social Issuesの頭文字をとったもので、倫理的・法的・社会的な課題の総称のことです。"
192,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
ビジネスプロセスを再設計することを（ア）という。",ELMo,CEC,ELSI,BPR,4,"選択肢2が正解です。
CRISP-DMは、ビジネスの理解、データの理解、データの準備、モデリング、評価、展開の6つのステップから構成されています。以上から、（ア）に当てはまるのは、選択肢2の「ビジネスの理解」です。"
193,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
データマイニングのための指針となるCRISP-DMは、（ア）、データの理解、データの準備、（イ）、評価、展開の6つのステップから構成されている。",市場調査,ビジネスの理解,データの分析,事前学習,2,"選択肢3が正解です。
CRISP-DMは、ビジネスの理解、データの理解、データの準備、モデリング、評価、展開の6つのステップから構成されています。以上から、（イ）に当てはまるのは、選択肢3の「モデリング」です。"
194,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
データマイニングのための指針となるCRISP-DMは、（ア）、データの理解、データの準備、（イ）、評価、展開の6つのステップから構成されている。",ビジネスモデルの構築,データの正規化,モデリング,解析,3,"選択肢4が正解です。
敵対的な攻撃（Adversarial attacks）とは、AIモデルに誤った出力をさせるように攻撃を行うことです。

選択肢1：オーバーサンプリング（アップサンプリング）とは、データに偏りがあるときに、少ないデータのカテゴリに対して水増しを行う手法のことです
選択肢2：リバースエンジニアリングとは、人工知能分野においては分析や解析を行い設計・仕様などを調査することをいいます。データを暗号化するなどして、リバースエンジニアリングを防止します。
選択肢3：アルゴリズムバイアスとは、AIに偏ったデータを学習させてしまうことで、偏った結果や出力をしてしまうことをいいます。"
195,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
AIモデルに誤った出力をさせるように攻撃を仕掛けることを（ア）という",オーバーサンプリング,リバースエンジニアリング,アルゴリズムバイアス,敵対的な攻撃,4,"選択肢1が正解です。
リバースエンジニアリングとは、製品などを分解・解析を行い、仕様などを調査することをいいます。よって選択肢1が答えです。

選択肢2：ロボット工学の説明です。ロボット工学とは、ロボットの構造を知るための工学分野の1つです。
選択肢3：リサイクルの説明です。リサイクルとは、希少性の高い部品を入手するために中古製品を分解することです。
選択肢4：XAIの説明です。XAIとは、推論した結果などのプロセスを人間が理解できる形で提示してくれるAIのことです。"
196,ディープラーニングの社会実装に向けて,リバースエンジニアリングの説明として正しい選択肢を選択してください。,製品などを分解・解析を行い、仕様などを調査すること,ロボットの構造を知るための工学分野の1つである,希少性の高い部品を入手するために中古製品を分解すること,推論した結果などのプロセスを人間が理解できる形で提示してくれるAIのこと,1,"選択肢2が正解です。
MLOpsとは、Machine LearningとOperationsの造語で、AIを本番環境で開発しながら運用していく考え方・開発手法のことを言います。

選択肢1：CRISP-DMとは、データマイニングのための指針となる手法のことで、6つのステップ（ビジネスの理解、データの理解、データの準備、モデリング、評価、展開）から構成されています。
選択肢3：Turing-NLGとは、Microsoftが発表した自然言語処理モデルで、パラメータ数は約170億あります。
選択肢4：YOLOとは、従来の物体検知と異なり、画像全体をCNNに1回入力するだけで、物体の認識と物体領域の切り出しを同時に行うことができるモデルのことです。"
197,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
AIを本番環境で開発しながら運用していく考え方のことを（ア）という。（ア）は（イ）から派生した用語である。（イ）とは、システムを開発しながら運用していく考え方・開発手法のことである。",CRISP-DM,MLOps,Turing-NLG,YOLO,2,"選択肢1が正解です。
DevOpsとは、DevelopmentとOperationsの造語で、システムを開発しながら運用していく考え方・開発手法のことを言います。

選択肢2：U-Netとは、セマンティックセグメンテーションの代表的な手法の1つで、セグネット（SegNet）と同様にエンコーダとデコーダの構造を取り入れたネットワークのことです。
選択肢3：Grad-CAMとは、予測値に対する勾配を利用して、画像認識においてAIが画像のどの部分を見て判断しているのかを可視化する手法のことです。
選択肢4：Actor-Criticとは、行動を選択するActorと評価するCriticで構成された強化学習の手法で、CriticがActorの行動を評価し、Actorが方策を更新していていきます。"
198,ディープラーニングの社会実装に向けて,"（イ）に最もよく当てはまる選択肢を選んでください。
AIを本番環境で開発しながら運用していく考え方のことを（ア）という。（ア）は（イ）から派生した用語である。（イ）とは、システムを開発しながら運用していく考え方・開発手法のことである。",DevOps,U-Net,Grad-CAM,Actor-Critic,1,"選択肢2が正解です。
PoC（Proof of Concept）とは、開発前にプロジェクトが実現可能かどうかを検証することです。   

選択肢1：CRISP-DMの説明です。 CRISP-DMとは、データマイニングのための指針となる手法のことです。
選択肢3：MLOpsの説明です。 MLOpsとは、AIを本番環境で開発しながら運用していく考え方・開発手法のことです。
選択肢4：Web APIの説明です。Web APIとは、HTTP・HTTPS通信によってやりとりするAPIのことです。"
199,ディープラーニングの社会実装に向けて,PoC（Proof of Concept）の説明として正しい選択肢を選択してください。,データマイニングのための指針となる手法のこと,開発前にプロジェクトが実現可能かどうかを検証すること,AIを本番環境で開発しながら運用していく考え方・開発手法のこと,HTTP・HTTPS通信によってやりとりするAPIのこと,2,"選択肢3が正解です。
バリュー・センシティブ・デザインとは、プライバシーやセキュリティなど価値全般に配慮した設計・運用等を行うことを言います。

選択肢1：「トータル・バイ・デザイン」という用語はありません。
選択肢2：セキュリティ・バイ・デザインとは、システムの設計段階からセキュリティに配慮する考え方のことです。
選択肢4：プライバシー・バイ・デザインとは、システムの設計段階からプライバシーに配慮する考え方のことです。"
200,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
プライバシーやセキュリティなど価値全般に配慮した設計・運用等を行うことを（ア）という。",トータル・バイ・デザイン,セキュリティ・バイ・デザイン,バリュー・センシティブ・デザイン,プライバシー・バイ・デザイン,3,"選択肢2が正解です。
サンプリングバイアスとは、抽出したサンプルに偏りがあることをいいます。偏ったサンプルを学習させてしまうと、偏った推論を行うAIになってしまいます。

選択肢1：ボルツマンマシンとは、可視層と隠れ層からなり、各層のユニットが全て結合されているネットワークのことを言います。
選択肢3：信用割当問題とは、モデルが導き出した結果が間違っている場合、どのパラメーターに責任があるのか、どのパラメーターを修正すればいいのか分からないという問題のことです。誤差逆伝播法により、信用割当問題は解決されました。
選択肢4：コールドスタート問題とは、協調フィルタリングにおける問題の1つで、データ量が少ない場合、ユーザーにとって適切な情報を提示できないという問題のことです。"
201,ディープラーニングの社会実装に向けて,"（ア）に最もよく当てはまる選択肢を選んでください。
抽出したサンプリングに偏りがあることを（ア）という。",ボルツマンマシン,サンプリングバイアス,信用割当問題,コールドスタート問題,2,"選択肢1が正解です。
保有個人データとは、個人情報取扱事業者に開示・修正・追加・削除などの権限がある個人データのことです。

選択肢2：個人識別符号とは、マイナンバー、遺伝子情報など特定の個人を識別することができる情報のことです。
選択肢3：要配慮個人情報とは、人種、思想、犯罪歴など本人に対する不当な差別などが発生してしまう危険性があり、配慮すべき個人情報のことです。
選択肢4：管理可能個人データという用語はありません。"
202,数理・統計,"（ア）に最もよく当てはまる選択肢を選んでください。
観測値から平均を引いたものを（ア）という。",分散,偏差,共分散,標準偏差,2,"選択肢2が正解です。
偏差とは、観測値から平均を引いた値のことです。例えば、観測値が10、平均値が7ならば、「10 - 7」から偏差は3になります。

選択肢1：分散とは、データの散らばり度合いを表す値の1つで、偏差を2乗したものの平均で求めることができます。
選択肢3：共分散とは、2種類のデータの関係を表す値の1つで、2種類のデータの偏差同士の積の平均で求めることができます。
選択肢4：標準偏差とは、データの散らばり度合いを表す値の1つで、分散の平方根で求めることができます。"
203,数理・統計,"（ア）に最もよく当てはまる選択肢を選んでください。
2種類のデータ間において一方のデータが変化すれば、他方のデータも変化するように相互に関係しあうことを（ア）という。（ア）には、（イ）、（ウ）、（エ）というものがある。（イ）とは一方のデータの値が増加すれば、もう一方のデータの値も増加する関係のことである。（ウ）とは一方のデータの値が増加すると、もう一方のデータの値が減少する関係のことである。また、（イ）でも（ウ）でもない関係を（エ）という。",偏差,相関,共分散,標準偏差,2,"選択肢2が正解です。
相関とは、2種類のデータ間において一方のデータが変化すれば、他方のデータも変化するように相互に関係しあうことをいいます。

選択肢1：偏差とは、観測値から平均を引いた値のことです。例えば、観測値が10、平均値が7ならば、「10 - 7」から偏差は3になります。
選択肢3：共分散とは、2種類のデータの関係を表す値の1つで、2種類のデータの偏差同士の積の平均で求めることができます。
選択肢4：標準偏差とは、データの散らばり度合いを表す値の1つで、分散の平方根で求めることができます。"
204,数理・統計,"（イ）に最もよく当てはまる選択肢を選んでください。
2種類のデータ間において一方のデータが変化すれば、他方のデータも変化するように相互に関係しあうことを（ア）という。（ア）には、（イ）、（ウ）、（エ）というものがある。（イ）とは一方のデータの値が増加すれば、もう一方のデータの値も増加する関係のことである。（ウ）とは一方のデータの値が増加すると、もう一方のデータの値が減少する関係のことである。また、（イ）でも（ウ）でもない関係を（エ）という。",正の相関,負の相関,無相関,上記に解答なし,1,"選択肢1が正解です。
正の相関とは、相関関係において、一方のデータの値が増加すれば、もう一方のデータの値も増加する関係のことです。

選択肢2：負の相関とは、相関関係において、一方のデータの値が増加すると、もう一方のデータの値が減少する関係のことです。
選択肢3：無相関とは、データ間の相関がないことを言います。
選択肢4：上記に解答なしという用語はありません。"
205,数理・統計,"（ウ）に最もよく当てはまる選択肢を選んでください。
2種類のデータ間において一方のデータが変化すれば、他方のデータも変化するように相互に関係しあうことを（ア）という。（ア）には、（イ）、（ウ）、（エ）というものがある。（イ）とは一方のデータの値が増加すれば、もう一方のデータの値も増加する関係のことである。（ウ）とは一方のデータの値が増加すると、もう一方のデータの値が減少する関係のことである。また、（イ）でも（ウ）でもない関係を（エ）という。",正の相関,負の相関,無相関,上記に解答なし,2,"選択肢2が正解です。
負の相関とは、相関関係において、一方のデータの値が増加すると、もう一方のデータの値が減少する関係のことです。

選択肢1：正の相関とは、相関関係において、一方のデータの値が増加すれば、もう一方のデータの値も増加する関係のことです。
選択肢3：無相関とは、正の相関でも負の相関でもない関係のことです。
選択肢4：上記に解答なしという用語はありません。"
206,数理・統計,"（エ）に最もよく当てはまる選択肢を選んでください。
2種類のデータ間において一方のデータが変化すれば、他方のデータも変化するように相互に関係しあうことを（ア）という。（ア）には、（イ）、（ウ）、（エ）というものがある。（イ）とは一方のデータの値が増加すれば、もう一方のデータの値も増加する関係のことである。（ウ）とは一方のデータの値が増加すると、もう一方のデータの値が減少する関係のことである。また、（イ）でも（ウ）でもない関係を（エ）という。",正の相関,負の相関,無相関,上記に解答なし,3,"選択肢3が正解です。
無相関とは、正の相関でも負の相関でもない関係のことです。

選択肢1：正の相関とは、相関関係において、一方のデータの値が増加すれば、もう一方のデータの値も増加する関係のことです。
選択肢2：負の相関とは、相関関係において、一方のデータの値が増加すると、もう一方のデータの値が減少する関係のことです。
選択肢4：上記に解答なしという用語はありません。"
207,数理・統計,"（ア）に最もよく当てはまる選択肢を選んでください。
ある期間に平均X回起こる事象が、その期間にY回起きる確率の分布のことを（ア）という。（ア）を使用して、起こる確率が低い事象の発生回数を予測する手法を（イ）という。",平均分布,標準分布,標準正規分布,ポアソン分布,4,"選択肢4が正解です。
ポアソン分布とは、ある期間に平均X回起こる事象が、その期間にY回起きる確率の分布のことです。

選択肢1：平均分布という用語はありません。
選択肢2：標準分布という用語はありません。
選択肢3：標準正規分布とは、平均が0、標準偏差が1の正規分布のことです。"
